,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
669,U001,0200769623,WAL-MAR foundation,2020-04-21 08:00:52.898437500,2020.0,1930742711.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,15527.75,0-15 Days
670,U001,0200769623,WAL-MAR in,2020-04-10 08:00:52.898437500,2020.0,1930700148.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,10582.1,0-15 Days
671,U001,0200794332,COST corporation,2020-03-25 05:00:09.097656250,2020.0,1930611076.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAAX,83513.9,0-15 Days
672,U001,0200769623,WAL-MAR llc,2020-03-22 08:00:52.898437500,2020.0,1930610089.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,56844.03,0-15 Days
673,U001,0200786288,FAMILY corp,2020-04-28 13:15:01.980468750,2020.0,1930780367.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAC6,65952.41,0-15 Days
674,U001,0200704045,RA us,2020-04-16 21:23:42.210937500,2020.0,1930729719.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,73213.4,0-15 Days
675,U001,0200769623,WAL-MAR co,2020-03-29 08:00:52.898437500,2020.0,1930646296.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,48311.18,0-15 Days
676,U001,0200769623,WAL-MAR trust,2020-03-17 07:17:35.789062500,2020.0,1930585623.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,56935.73,0-15 Days
677,U001,0200148860,DOLLA trust,2020-04-24 11:26:27.546875000,2020.0,1930778023.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,38234.93,0-15 Days
678,U001,0200747369,SCHNU trust,2020-04-16 07:33:16.125000000,2020.0,1930723906.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,104157.22,0-15 Days
679,U001,0200769623,WAL-MAR systems,2020-05-18 08:00:52.898437500,2020.0,1930847913.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,9349.95,0-15 Days
680,U001,0200739534,OK associates,2020-04-03 06:19:13.601562500,2020.0,1930666805.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,54729.46,0-15 Days
681,U001,200714710,SYSCO  us,2020-05-21 19:27:33.125000000,2020.0,1930843878.0,2020-04-30 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAD1,42961.84,0-15 Days
682,U001,0200719839,ASSOCI foundation,2020-05-13 18:42:27.531250000,2020.0,1930830609.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,916.34,0-15 Days
683,U001,0200230690,DECA systems,2020-04-04 20:16:22.875000000,2020.0,1930669388.0,2020-03-20 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,33.24,0-15 Days
684,U001,200772670,ASSOCIAT llc,2020-05-23 15:36:46.484375000,2020.0,1930876176.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAU5,88450.96,0-15 Days
685,U001,0200769623,WAL-MAR corporation,2020-04-08 08:00:52.898437500,2020.0,1930684505.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,33777.74,0-15 Days
686,U001,0200784489,GE corp,2020-05-12 16:13:22.187500000,2020.0,1930819443.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,27516.98,0-15 Days
687,CA02,0140104423,METRO  corp,2020-04-25 05:10:32.812500000,2020.0,2960627158.0,2020-04-11 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-12 00:00:00.000000000,CA10,31861.3308,0-15 Days
688,U001,0200769623,WAL-MAR llc,2020-03-20 08:00:52.898437500,2020.0,1930596158.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,16097.61,0-15 Days
689,U001,0100031704,DELHAIZE corporation,2020-05-07 01:08:35.394042969,2020.0,1930815780.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,75654.67,0-15 Days
690,U001,0200353024,DECA ,2020-04-20 20:45:19.125000000,2020.0,1930761264.0,2020-04-08 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,7612.14,0-15 Days
691,U001,0200759878,SA foundation,2020-04-24 03:14:02.314453125,2020.0,1930767963.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,50553.16,0-15 Days
692,U001,0200936373,SUPE foundation,2020-05-10 01:09:46.718750000,2020.0,1930801898.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,50463.25,0-15 Days
693,U001,0200149567,RESER co,2020-04-27 05:45:24.062500000,2020.0,1930623827.0,2020-03-09 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-03-09 00:00:00.000000000,NABG,67643.1,0-15 Days
694,U001,0200762301,C&S WH us,2020-05-15 02:29:18.732421875,2020.0,1930846960.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAC6,48837.6,0-15 Days
695,U001,0200769623,WAL-MAR corp,2020-05-19 08:00:52.898437500,2020.0,1930846524.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,21690.18,0-15 Days
696,U001,0200761734,H E BUT co,2020-04-16 09:15:23.332031250,2020.0,1930726884.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,21617.07,0-15 Days
697,U001,0200769623,WAL-MAR llc,2020-04-06 08:00:52.898437500,2020.0,1930676052.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,38992.25,0-15 Days
698,U001,200759878,SA foundation,2020-05-19 03:14:02.314453125,2020.0,1930855552.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,28149.14,0-15 Days
699,U001,0200762301,C&S WH us,2020-04-20 02:29:18.732421875,2020.0,1930751603.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAC6,72921.06,0-15 Days
700,U001,0200769623,WAL-MAR associates,2020-04-14 08:00:52.898437500,2020.0,1930716703.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,10257.8,0-15 Days
701,U001,0200772595,SAFEW in,2020-05-15 11:43:27.929687500,2020.0,1930626271.0,2020-03-11 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAGD,5369.12,0-15 Days
702,U001,0200769623,WAL-MAR trust,2020-03-20 08:00:52.898437500,2020.0,1930595952.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,7162.27,0-15 Days
703,U001,0200803720,DEC systems,2020-03-08 07:49:40.531250000,2020.0,1930617941.0,2020-03-07 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,9238.62,0-15 Days
704,U001,0200434439,BAUGH SU trust,2020-05-19 18:39:55.726562500,2020.0,1930855916.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,53844.45,0-15 Days
705,U001,0200794332,COST ,2020-04-30 05:00:09.097656250,2020.0,1930785084.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAAX,14772.55,0-15 Days
706,U001,0200769623,WAL-MAR associates,2020-04-14 08:00:52.898437500,2020.0,1930718550.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,44042.08,0-15 Days
707,U001,0200769623,WAL-MAR foundation,2020-03-28 08:00:52.898437500,2020.0,1930645804.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,23663.52,0-15 Days
708,U001,0200437182,FOOD  co,2020-04-06 10:06:32.937500000,2020.0,1930667034.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,50569.42,0-15 Days
709,U001,0200769623,WAL-MAR corporation,2020-04-24 08:00:52.898437500,2020.0,1930759820.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAH4,2036.77,0-15 Days
710,U001,0200769623,WAL-MAR in,2020-03-26 08:00:52.898437500,2020.0,1930622840.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,22976.97,0-15 Days
711,U001,0100026809,PRES systems,2020-05-27 22:37:01.062500000,2020.0,1930875857.0,2020-05-06 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-06 00:00:00.000000000,NA10,26363.75,0-15 Days
712,U001,0200793088,DEMOU us,2020-05-13 07:45:18.652343750,2020.0,1930829753.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,46469.53,0-15 Days
713,U001,0200769623,WAL-MAR in,2020-05-20 08:00:52.898437500,2020.0,1930854452.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,50102.02,0-15 Days
714,U001,0200416837,DEC foundation,2020-04-19 20:16:22.875000000,2020.0,1930823331.0,2020-04-24 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM1,2715.67,0-15 Days
715,U001,0200769623,WAL-MAR trust,2020-05-17 07:17:35.789062500,2020.0,1930842467.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,28899.98,0-15 Days
716,U001,0200759878,SA co,2020-04-15 03:14:02.314453125,2020.0,1930724541.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,45866.33,0-15 Days
717,U001,0100043901,DAVI associates,2020-04-26 06:50:17.875000000,2020.0,1930723966.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,12387.09,0-15 Days
718,U001,0200769623,WAL-MAR foundation,2020-05-12 08:00:52.898437500,2020.0,1930827068.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,2691.8,0-15 Days
719,U001,0200769623,WAL-MAR foundation,2020-03-25 08:00:52.898437500,2020.0,1930620340.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,37129.95,0-15 Days
720,U001,0200769623,WAL-MAR ,2020-04-12 08:00:52.898437500,2020.0,1930710728.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,16342.71,0-15 Days
721,U001,0200769623,WAL-MAR systems,2020-05-14 08:00:52.898437500,2020.0,1930829000.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,78871.74,0-15 Days
722,U001,0200726979,BJ'S  co,2020-03-19 10:00:36.976562500,2020.0,1930586377.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,35.76,0-15 Days
723,U001,0200793000,US  ,2020-03-29 17:21:06.968750000,2020.0,1930629890.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,41974.14,0-15 Days
724,U001,0200353024,DECA associates,2020-05-07 20:45:19.125000000,2020.0,1930876902.0,2020-05-07 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM2,9141.76,0-15 Days
725,U001,0200744019,TARG trust,2020-04-29 13:35:57.781250000,2020.0,1930768093.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,29684.74,0-15 Days
726,U001,0200769623,WAL-MAR corporation,2020-05-20 08:00:52.898437500,2020.0,1930853606.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,12818.04,0-15 Days
727,U001,0200726979,BJ'S  systems,2020-05-03 10:00:36.976562500,2020.0,1930794757.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAA8,165.9,0-15 Days
728,U001,0100031704,DELHAIZE us,2020-05-08 01:08:35.394042969,2020.0,1930821403.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,91351.96,0-15 Days
729,U001,0200712105,WALG systems,2020-05-23 17:11:50.437500000,2020.0,1930857156.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,80281.5,0-15 Days
730,U001,0200418007,AM co,2020-03-27 10:10:43.500000000,2020.0,1930622128.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,42185.38,0-15 Days
731,U001,200048886,SHERWO trust,2020-05-18 05:45:24.062500000,2020.0,1930838517.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,54984.63,0-15 Days
732,CA02,0140104440,SO corporation,2020-03-27 06:28:15.312500000,2020.0,2960620053.0,2020-03-13 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-13 00:00:00.000000000,CA10,76209.95460000001,0-15 Days
733,U001,0200148860,DOLLA corp,2020-05-17 11:26:27.546875000,2020.0,1930855850.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,50135.92,0-15 Days
734,U001,0200974851,RESTA trust,2020-03-19 05:29:37.210937500,2020.0,1930594724.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,2318.44,0-15 Days
735,U001,0200881076,ALBERT foundation,2020-04-28 04:17:45.687500000,2020.0,1930772770.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,8177.5,0-15 Days
736,U001,0200704858,WAKE ,2020-05-02 21:15:31.812500000,2020.0,1930785098.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,64915.2,0-15 Days
737,U002,0200501669,WAL MA corporation,2020-04-06 07:53:04.750000000,2020.0,1990571232.0,2020-02-29 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAG2,21552.0,0-15 Days
738,U001,0200762301,C&S WH corp,2020-03-16 01:10:11.372558594,2020.0,1930585552.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAC6,144510.42,0-15 Days
739,U001,0200769623,WAL-MAR co,2020-04-11 08:00:52.898437500,2020.0,1930710052.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,51034.09,0-15 Days
740,CA02,0140104285,BUY- corp,2020-04-18 16:53:33.218750000,2020.0,2960624661.0,2020-03-28 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-04-05 00:00:00.000000000,CA10,73953.4146,0-15 Days
741,U001,0200704858,WAKE in,2020-05-10 23:20:26.796875000,2020.0,1930817795.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,136902.91,0-15 Days
742,U001,0200762301,C&S WH trust,2020-04-17 02:29:18.732421875,2020.0,1930731779.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAC6,74565.39,0-15 Days
743,U013,140101772,CHIHAD llc,2020-05-22 04:59:01.750000000,2020.0,1991842408.0,2020-04-15 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAVE,16008.2,0-15 Days
744,CA02,0140106408,WAL-M corp,2020-05-15 17:56:15.187500000,2020.0,2960630543.0,2020-04-24 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-25 00:00:00.000000000,CA10,12821.1486,0-15 Days
745,U001,0200020431,DEC associates,2020-03-20 18:57:15.531250000,2020.0,1930599287.0,2020-03-04 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,228.72,0-15 Days
746,U001,0200769623,WAL-MAR systems,2020-03-28 08:00:52.898437500,2020.0,1930637077.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,451.96,0-15 Days
747,U001,0200794332,COST foundation,2020-03-25 05:00:09.097656250,2020.0,1930620495.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAAX,14204.38,0-15 Days
748,U001,0200744019,TARG associates,2020-04-07 13:35:57.781250000,2020.0,1930666779.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,14882.6,0-15 Days
749,U001,200759878,SA associates,2020-04-02 03:14:02.314453125,2020.0,1930659793.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,23506.46,0-15 Days
750,U001,200794332,COST corporation,2020-05-22 05:00:09.097656250,2020.0,1930870605.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAAX,13823.96,0-15 Days
751,U001,0200726979,BJ'S  in,2020-03-18 10:00:36.976562500,2020.0,1930592843.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,360.44,0-15 Days
752,U001,0200416837,DEC trust,2020-05-05 22:04:26.468750000,2020.0,1930812817.0,2020-04-22 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,4092.1,0-15 Days
753,CA02,0140104409,LOB systems,2020-04-12 21:28:01.265625000,2020.0,2960623198.0,2020-03-23 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-31 00:00:00.000000000,CA10,92535.93960000001,0-15 Days
754,U001,0200230690,DECA corp,2020-05-07 20:45:19.125000000,2020.0,1930858010.0,2020-05-05 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM2,6462.27,0-15 Days
755,U001,0200793830,M us,2020-05-24 13:32:31.898437500,2020.0,1930675551.0,2020-03-20 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAGD,11590.42,0-15 Days
756,U001,0200794332,COST co,2020-04-16 03:41:01.738281250,2020.0,1930723037.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAAX,46643.9,0-15 Days
757,U001,200726979,BJ'S  trust,2020-04-03 10:00:36.976562500,2020.0,1930669689.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,66.49,0-15 Days
758,U001,0200769623,WAL-MAR associates,2020-03-22 08:00:52.898437500,2020.0,1930604189.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,29098.71,0-15 Days
759,U001,0200726979,BJ'S  us,2020-05-01 10:00:36.976562500,2020.0,1930789153.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,66.37,0-15 Days
760,U001,0200769623,WAL-MAR us,2020-03-25 08:00:52.898437500,2020.0,1930622275.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,16402.36,0-15 Days
761,U001,0200769623,WAL-MAR corp,2020-04-26 08:00:52.898437500,2020.0,1930768441.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,84286.71,0-15 Days
762,U001,0200752302,KROGER llc,2020-05-18 05:24:55.117187500,2020.0,1930848773.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAA8,72035.03,0-15 Days
763,U001,0200769623,WAL-MAR co,2020-04-19 08:00:52.898437500,2020.0,1930747227.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,40598.21,0-15 Days
764,CA02,0140104423,METRO  associates,2020-03-25 05:10:32.812500000,2020.0,2960618488.0,2020-03-09 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-12 00:00:00.000000000,CA10,106420.43100000001,0-15 Days
765,U001,0200761734,H E BUT corp,2020-04-08 09:58:40.441406250,2020.0,1930691436.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,68631.57,0-15 Days
766,U001,200229974,DARDEN D systems,2020-04-01 16:17:30.730468750,2020.0,1930664679.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,15232.14,0-15 Days
767,U001,0200769623,WAL-MAR associates,2020-04-03 08:00:52.898437500,2020.0,1930661719.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,8949.7,0-15 Days
768,U001,0200759878,SA corporation,2020-04-26 03:14:02.314453125,2020.0,1930768966.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAH4,14951.11,0-15 Days
769,CA02,0140106408,WAL-M us,2020-04-23 16:08:11.625000000,2020.0,2960625854.0,2020-04-03 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-04-03 00:00:00.000000000,CA10,3459.4716000000003,0-15 Days
770,U001,200029010,KROG corporation,2020-04-14 19:58:38.320312500,2020.0,1930723477.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,151823.96,0-15 Days
771,U001,0200418007,AM llc,2020-05-22 17:37:46.328125000,2020.0,1930653235.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,7516.16,0-15 Days
772,U001,0200726979,BJ'S  ,2020-03-30 10:00:36.976562500,2020.0,1930654488.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAA8,482.59,0-15 Days
773,U001,0200769623,WAL-MAR in,2020-03-22 08:00:52.898437500,2020.0,1930605726.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,23702.58,0-15 Days
774,U013,0100050703,CHENE ,2020-03-14 17:58:45.847656250,2020.0,1991839746.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAVD,22019.0,0-15 Days
775,U001,0200772670,ASSOCIAT co,2020-03-22 15:36:46.484375000,2020.0,1930619419.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAU5,60331.15,0-15 Days
776,U001,0200769623,WAL-MAR us,2020-04-14 08:00:52.898437500,2020.0,1930712244.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,28415.89,0-15 Days
777,U001,0200786288,FAMILY corp,2020-03-15 13:15:01.980468750,2020.0,1930583179.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAC6,77342.28,0-15 Days
778,U001,0200769623,WAL-MAR trust,2020-03-20 08:00:52.898437500,2020.0,1930597604.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,30315.73,0-15 Days
779,U001,0100047441,ITTELL corp,2020-04-29 06:50:17.875000000,2020.0,1930754614.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,24868.77,0-15 Days
780,U001,0200769623,WAL-MAR ,2020-04-21 08:00:52.898437500,2020.0,1930739973.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,48184.42,0-15 Days
781,U001,0200592182,DECA corp,2020-05-20 18:57:15.531250000,2020.0,1930880501.0,2020-05-08 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,628.08,0-15 Days
782,U001,0200769623,WAL-MAR ,2020-03-10 18:08:08.562500000,2020.0,1930560859.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAH4,14604.66,0-15 Days
783,U001,0200772670,ASSOCIAT trust,2020-05-06 09:42:10.796875000,2020.0,1930804910.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAU5,121663.25,0-15 Days
784,U001,0200769623,WAL-MAR systems,2020-04-11 08:00:52.898437500,2020.0,1930706324.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,15489.78,0-15 Days
785,U001,0200772595,SAFEW corp,2020-03-29 10:49:37.664062500,2020.0,1930647209.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,76228.63,0-15 Days
786,U001,0200726979,BJ'S  systems,2020-04-12 10:00:36.976562500,2020.0,1930710442.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,571.15,0-15 Days
787,U001,0200778998,CE llc,2020-05-29 15:35:19.562500000,2020.0,1930685111.0,2020-03-22 00:00:00.000000000,2020-05-26 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAGD,90387.33,0-15 Days
788,U001,0200561861,CO us,2020-03-17 10:48:19.257812500,2020.0,1930575556.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,29605.72,0-15 Days
789,U001,0200772670,ASSOCIAT trust,2020-03-18 09:42:10.796875000,2020.0,1930593519.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAU5,6541.48,0-15 Days
